#item+conceptum+numerordinatio,#item+conceptum+codicem,#status+conceptum+definitionem,#status+conceptum+codicem,#item+rem+i_mul+is_zyyy,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_eng+is_latn+ix_signum,#item+rem+i_eng+is_latn+ix_completum,#item+rem+i_eng+is_latn+ix_definitionem,#item+rem+i_qcc+is_zxxx+ix_codexfacto,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_ara+is_arab,#item+rem+i_hye+is_armn,#item+rem+i_ben+is_beng,#item+rem+i_rus+is_cyrl,#item+rem+i_hin+is_deva,#item+rem+i_xmf+is_geor,#item+rem+i_grc+is_grek,#item+rem+i_kan+is_knda,#item+rem+i_kor+is_hang,#item+rem+i_lzh+is_hant,#item+rem+i_heb+is_hebr,#item+rem+i_lat+is_latn,#item+rem+i_mni+is_mtei,#item+rem+i_mnw+is_mymr,#item+rem+i_nqo+is_nkoo,#item+rem+i_sat+is_olck,#item+rem+i_tam+is_taml,#item+rem+i_tel+is_telu,#item+rem+i_tha+is_thai,#item+rem+i_san+is_zyyy,#item+rem+i_zho+is_zyyy,#item+rem+i_por+is_latn,#item+rem+i_eng+is_latn,#item+rem+i_fra+is_latn,#item+rem+i_nld+is_latn,#item+rem+i_deu+is_latn,#item+rem+i_spa+is_latn,#item+rem+i_ita+is_latn,#item+rem+i_gle+is_latn,#item+rem+i_swe+is_latn,#item+rem+i_ceb+is_latn,#item+rem+i_sqi+is_latn,#item+rem+i_pol+is_latn,#item+rem+i_fin+is_latn,#item+rem+i_ron+is_latn,#item+rem+i_vie+is_latn,#item+rem+i_cat+is_latn,#item+rem+i_ukr+is_cyrl,#item+rem+i_bul+is_cyrl,#item+rem+i_slv+is_latn,#item+rem+i_war+is_latn,#item+rem+i_nob+is_latn,#item+rem+i_ces+is_latn,#item+rem+i_dan+is_latn,#item+rem+i_jpn+is_jpan,#item+rem+i_nno+is_latn,#item+rem+i_mal+is_mlym,#item+rem+i_ind+is_latn,#item+rem+i_fas+is_zyyy,#item+rem+i_hun+is_latn,#item+rem+i_eus+is_latn,#item+rem+i_cym+is_latn,#item+rem+i_glg+is_latn,#item+rem+i_slk+is_latn,#item+rem+i_epo+is_latn,#item+rem+i_msa+is_zyyy,#item+rem+i_est+is_latn,#item+rem+i_hrv+is_latn,#item+rem+i_tur+is_latn,#item+rem+i_nds+is_latn,#item+rem+i_oci+is_latn,#item+rem+i_zho+is_hans,#item+rem+i_bre+is_latn,#item+rem+i_arz+is_latn,#item+rem+i_afr+is_latn,#item+rem+i_ltz+is_latn,#item+rem+i_sco+is_latn,#item+rem+i_bar+is_latn,#item+rem+i_arg+is_latn,#item+rem+i_zho+is_hant,#item+rem+i_pap+is_latn,#item+rem+i_cos+is_latn,#item+rem+i_gsw+is_latn,#item+rem+i_isl+is_latn,#item+rem+i_min+is_latn,#item+rem+i_roh+is_latn,#item+rem+i_vec+is_latn,#item+rem+i_pms+is_latn,#item+rem+i_scn+is_latn,#item+rem+i_srd+is_latn,#item+rem+i_gla+is_latn,#item+rem+i_lim+is_latn,#item+rem+i_wln+is_latn,#item+rem+i_srp+is_latn,#item+rem+i_vls+is_latn,#item+rem+i_nap+is_latn,#item+rem+i_lij+is_latn,#item+rem+i_fur+is_latn,#item+rem+i_pcd+is_latn,#item+rem+i_wol+is_latn,#item+rem+i_kon+is_latn,#item+rem+i_frp+is_latn,#item+rem+i_wuu+is_zyyy,#item+rem+i_srp+is_cyrl,#item+rem+i_urd+is_arab,#item+rem+i_gan+is_zyyy,#item+rem+i_lit+is_latn,#item+rem+i_gan+is_hans,#item+rem+i_hbs+is_latn,#item+rem+i_lav+is_latn,#item+rem+i_bos+is_latn,#item+rem+i_srn+is_latn,#item+rem+i_azb+is_arab,#item+rem+i_jav+is_latn,#item+rem+i_ell+is_grek,#item+rem+i_sun+is_latn,#item+rem+i_fry+is_latn,#item+rem+i_ace+is_latn,#item+rem+i_jam+is_latn,#item+rem+i_che+is_cyrl,#item+rem+i_bel+is_cyrl,#item+rem+i_kab+is_latn,#item+rem+i_fao+is_latn,#item+rem+i_vmf+is_latn,#item+rem+i_bam+is_zyyy,#item+rem+i_frc+is_latn,#item+rem+i_prg+is_latn,#item+rem+i_lmo+is_latn,#item+rem+i_mar+is_deva,#item+rem+i_ady+is_cyrl,#item+rem+i_ary+is_arab,#item+rem+i_awa+is_deva,#item+rem+i_ban+is_latn,#item+rem+i_ast+is_latn,#item+rem+i_bcl+is_latn,#item+rem+i_bho+is_deva,#item+rem+i_bpy+is_beng,#item+rem+i_bxr+is_cyrl,#item+rem+i_cdo+is_zyyy,#item+rem+i_ckb+is_arab,#item+rem+i_diq+is_latn,#item+rem+i_dsb+is_latn,#item+rem+i_dty+is_deva,#item+rem+i_ext+is_latn,#item+rem+i_gcr+is_latn,#item+rem+i_gom+is_zyyy,#item+rem+i_frr+is_latn,#item+rem+i_hak+is_zyyy,#item+rem+i_hif+is_zyyy,#item+rem+i_hsb+is_latn,#item+rem+i_hyw+is_armn,#item+rem+i_ilo+is_latn,#item+rem+i_inh+is_cyrl,#item+rem+i_kaa+is_latn,#item+rem+i_kbd+is_cyrl,#item+rem+i_kbp+is_latn,#item+rem+i_mai+is_deva,#item+rem+i_mhr+is_cyrl,#item+rem+i_mwl+is_latn,#item+rem+i_mzn+is_arab,#item+rem+i_nah+is_latn,#item+rem+i_nan+is_latn,#item+rem+i_new+is_deva,#item+rem+i_pam+is_latn,#item+rem+i_pfl+is_latn,#item+rem+i_pnb+is_arab,#item+rem+i_rue+is_cyrl,#item+rem+i_rup+is_latn,#item+rem+i_sah+is_cyrl,#item+rem+i_sgs+is_latn,#item+rem+i_shi+is_zyyy,#item+rem+i_shn+is_mymr,#item+rem+i_smn+is_latn,#item+rem+i_stq+is_latn,#item+rem+i_szl+is_latn,#item+rem+i_tcy+is_zyyy,#item+rem+i_udm+is_cyrl,#item+rem+i_vep+is_latn,#item+rem+i_vro+is_latn,#item+rem+i_yue+is_zyyy,#item+rem+i_crh+is_latn,#item+rem+i_crh+is_cyrl,#item+rem+i_lad+is_zyyy,#item+rem+i_lez+is_cyrl,#item+rem+i_swa+is_latn,#item+rem+i_zha+is_zyyy,#item+rem+i_yor+is_latn,#item+rem+i_yid+is_hebr,#item+rem+i_xho+is_latn,#item+rem+i_uzb+is_latn,#item+rem+i_uig+is_zyyy,#item+rem+i_uig+is_arab,#item+rem+i_uig+is_latn,#item+rem+i_tat+is_zyyy,#item+rem+i_tat+is_cyrl,#item+rem+i_tat+is_latn,#item+rem+i_tso+is_latn,#item+rem+i_tgl+is_latn,#item+rem+i_tuk+is_latn,#item+rem+i_vol+is_latn,#item+rem+i_ina+is_latn,#item+rem+i_ile+is_latn,#item+rem+i_jbo+is_latn,#item+rem+i_nov+is_latn,#item+rem+i_zul+is_latn,#item+rem+i_mul+is_zxxx,#item+rem+i_und+is_zxxx,#item+rem+i_zxx+is_zxxx
1603:45:1:9:4,9_4,,,,Q47423,,United Nations General Assembly,,,Q47423,الجمعية العامة للأمم المتحدة,Միացյալ ազգերի կազմակերպության գլխավոր ասամբլեա,জাতিসংঘ সাধারণ পরিষদ,Генеральная Ассамблея ООН,संयुक्त राष्ट्र महासभा,გოეროშ გენერალური ასამბლეა,,,유엔 총회,聯合國大會,העצרת הכללית של האומות המאוחדות,Communis Conventus Consociationis Nationum,,,,,ஐக்கிய நாடுகள் பொதுச் சபை,,สมัชชาใหญ่แห่งสหประชาชาติ,,聯合國大會,Assembleia Geral das Nações Unidas,United Nations General Assembly,Assemblée générale des Nations unies,Algemene Vergadering van de Verenigde Naties,Generalversammlung der Vereinten Nationen,Asamblea General de las Naciones Unidas,Assemblea generale delle Nazioni Unite,,FN:s generalförsamling,,United Nations General Assembly,Zgromadzenie Ogólne ONZ,Yhdistyneiden kansakuntien yleiskokous,Adunarea Generală a Națiunilor Unite,Đại Hội đồng Liên Hợp Quốc,Assemblea General de les Nacions Unides,Генеральна Асамблея ООН,Общо събрание на ООН,Generalna skupščina OZN,,FNs generalforsamling,Valné shromáždění OSN,FN's generalforsamling,国際連合総会,Generalforsamlinga til SN,ഐക്യരാഷ്ട്ര പൊതുസഭ,Majelis Umum Perserikatan Bangsa-Bangsa,مجمع عمومی سازمان ملل متحد,Az Egyesült Nemzetek Szervezete Közgyűlése,Nazio Batuen Batzar Nagusia,Cynulliad Cyffredinol y Cenhedloedd Unedig,Asemblea Xeral das Nacións Unidas,Valné zhromaždenie Organizácie Spojených národov,Ĝenerala Asembleo de Unuiĝintaj Nacioj,Perhimpunan Agung Pertubuhan Bangsa-Bangsa Bersatu,Ühinenud Rahvaste Organisatsiooni Peaassamblee,Opća skupština Ujedinjenih naroda,Birleşmiş Milletler Genel Kurulu,,,,,الجمعيه العامه للامم المتحده,Algemene Vergadering van die Verenigde Nasies,,,,,聯合國大會,,,D Generalversammlig vo de Vereinte Natione,Allsherjarþing Sameinuðu þjóðanna,,,Asenblea Zenerałe de łe Nasion Unie,,,,,,Assimblêye djeneråle di l' ONU,,,,,,,,,Assemblâ g·ènèrala de l’ONU,联合国大会,Генерална скупштина Организације уједињених нација,اقوام متحدہ جنرل اسمبلی,,Jungtinių Tautų Generalinė Asamblėja,,Generalna skupština Ujedinjenih naroda,ANO Ģenerālā Asambleja,Generalna skupština UN-a,,,Sidang Umum PBB,Γενική Συνέλευση του Οργανισμού Ηνωμένων Εθνών,Majelis Umum Pasarikatan Bangsa-Bangsa,,,,,Генеральная Асамблея ААН,Agraw amatu n yeɣlanen yeddukklen,Aðalfundur Sameindu Tjóða,,,,,,संयुक्त राष्ट्रे आमसभा,,,,,Asamblea Xeneral de les Naciones Xuníes,,,,,,کۆڕی گشتیی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,Цхьанкхийттача Къамий Организаце Генеральни Ассамблей,,,,संयुक्त राष्ट्र महासभा,,,,,Liân-ha̍p-kok Tāi-hōe,,,,اقوام متحدہ جنرل اسمبلی,,,,,,,,,,,,,,聯合國大會,,,,,Mkutano Mkuu wa Umoja wa Mataifa,,,,,Birlashgan Millatlar Tashkilotining Bosh Assambleyasi,,,,Berläşkän Millätlär Ğomumi Assambleyäse,,,,,,,Assemblea General del Nationes Unite,,,,,,,
1603:45:1:9:5,9_5,,,,Q170075,,United Nations Economic and Social Council,,,Q170075,المجلس الاقتصادي والاجتماعي للأمم المتحدة,ՄԱԿ-ի տնտեսական և սոցիալական խորհուրդ,জাতিসংঘ অর্থনৈতিক ও সামাজিক পরিষদ,Экономический и Социальный Совет ООН,संयुक्त राष्ट्र आर्थिक एवं सामाजिक परिषद,გოეროშ ეკონომიკური დო სოციალური სხუნუ,,,유엔 경제 사회 이사회,,המועצה הכלכלית חברתית של האומות המאוחדות,Consociationis Nationum Oeconomicum Socialiumque Consilium,,,,,ஐக்கிய நாடுகள் பொருளாதார மற்றும் சமூக சபை,,คณะมนตรีเศรษฐกิจและสังคมแห่งสหประชาชาติ,,聯合國經濟及社會理事會,Conselho Económico e Social das Nações Unidas,United Nations Economic and Social Council,Conseil économique et social des Nations unies,Economische en Sociale Raad van de Verenigde Naties,Wirtschafts- und Sozialrat der Vereinten Nationen,Consejo Económico y Social de las Naciones Unidas,Consiglio economico e sociale delle Nazioni Unite,,FN:s ekonomiska och sociala råd,,Këshilli Ekonomik dhe Social i Kombeve të Bashkuara,Rada Gospodarcza i Społeczna ONZ,Yhdistyneiden kansakuntien talous- ja sosiaalineuvosto,Consiliul Economic și Social al Națiunilor Unite,Hội đồng Kinh tế và Xã hội Liên Hợp Quốc,Consell Econòmic i Social de l'ONU,Економічна і соціальна рада ООН,Икономически и социален съвет на ООН,Ekonomski in socialni svet OZN,,FNs økonomiske og sosiale råd,Ekonomická a sociální rada OSN,FN's økonomiske og sociale råd,国際連合経済社会理事会,,,Dewan Ekonomi dan Sosial Perserikatan Bangsa-Bangsa,شورای اقتصادی و اجتماعی سازمان ملل متحد,,Ekonomia eta Gizarte Kontseilua,Cyngor Economaidd a Chymdeithasol y Cenhedloedd Unedig,Consello Económico e Social das Nacións Unidas,,Ekonomia kaj Socia Konsilio de Unuiĝintaj Nacioj,Majlis Ekonomi dan Sosial Pertubuhan Bangsa-Bangsa Bersatu,ÜRO Majandus- ja Sotsiaalnõukogu,,Birleşmiş Milletler Ekonomik ve Sosyal Konseyi,,,,,المجلس الاقتصادى والاجتماعى,,,,,,聯合國經濟及社會理事會,,,,Efnahags- og félagsmálaráð Sameinuðu þjóðanna,,,,,,,,,,Ekonomski i socijalni savet Organizacije ujedinjenih nacija,,,,,,,,Consèly èconomico et sociâl de l’ONU,联合国经济搭社会理事会,Економски и социјални савет Организације уједињених нација,اقوام متحدہ اقتصادی اور سماجی کونسل,,Jungtinių Tautų Ekonominė ir socialinė taryba,,Ekonomski i socijalni savjet Ujedinjenih naroda,ANO Ekonomikas un sociālo lietu padome,,,,Dhéwan Ékonomi lan Sosial PBB,Οικονομικό και Κοινωνικό Συμβούλιο του ΟΗΕ,,,,,,Эканамічны і сацыяльны савет ААН,Aseqqamu adamsan d imetti n Yiɣlanen Yeddukklen,Búskapar- og Almannaráðið í ST,,,,,,संयुक्त राष्ट्रे आर्थिक व सामाजिक परिषद,,,,,Conseyu Económicu y Social de les Naciones Xuníes,,,,,,ئەنجومەنی ئابووری و کۆمەڵایەتیی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,,,,,,,,,,,,,,اقوام متحدہ اقتصادی تے سماجی کونسل,,,,,,,,,,,,,,,,,,,ECOSOC,,,,,Birlashgan millatlar tashkilotining iqtisodiy va ijtimoiy kengashi,,,,БМО Икътисади һәм иҗтимагый шурасы,,,,,,,Consilio Economic e Social del Nationes Unite,,,,,,,
1603:45:1:9:6,9_6,,,,Q220563,,United Nations Secretariat,,,Q220563,الأمانة العامة للأمم المتحدة,,জাতিসংঘ সচিবালয়,Секретариат ООН,संयुक्त राष्ट्र सचिवालय,,,ಸಂಯುಕ್ತ ರಾಷ್ಟ್ರ ಸಚಿವಾಲಯ,유엔 사무국,,מזכירות האומות המאוחדות,,,,,,ஐக்கிய நாடுகள் செயலகம்,,สำนักเลขาธิการสหประชาชาติ,,联合国秘书处,Secretariado das Nações Unidas,United Nations Secretariat,Secrétariat des Nations unies,Secretariaat van de Verenigde Naties,UN-Sekretariat,Secretaría general de Naciones Unidas,Segretariato delle Nazioni Unite,,FN-sekretariatet,,,Sekretariat ONZ,Yhdistyneiden kansakuntien sihteeristö,Secretariatul Națiunilor Unite,Ban Thư ký Liên Hợp Quốc,Secretariat de l'ONU,Секретаріат ООН,Секретариат на ООН,Sekretariat OZN,,FN-sekretariatet,Sekretariát OSN,FN-sekretariatet,国際連合事務局,Sekretariatet i Dei sameinte nasjonane,,Sekretariat Perserikatan Bangsa-Bangsa,دبیرخانه سازمان ملل متحد,Az ENSZ Titkársága,Nazio Batuen Erakundeko Idazkaritza,Ysgrifenyddiaeth y Cenhedloedd Unedig,Secretariado das Nacións Unidas,,Sekretariejo de la Unuiĝintaj Nacioj,Sekretariat Pertubuhan Bangsa-Bangsa Bersatu,,Tajništvo Ujedinjenih naroda,Birleşmiş Milletler Sekreterliği,,Secretària General de las Nacions Unidas,,,,,,,,,聯合國秘書處,,,UN-Sekretariat,Aðalskrifstofa Sameinuðu þjóðanna,,,,,,,,,,Sekretarijat Organizacije ujedinjenih nacija,,,,,,,,Secrètariat de l’ONU,联合国秘书处,Секретаријат Организације уједињених нација,اقوام متحدہ سیکریٹریٹ,,Jungtinių Tautų Sekretoriatas,,Sekretarijat Ujedinjenih naroda,ANO sekretariāts,,,,Sekretariat PBB,Γενική Γραμματεία του ΟΗΕ,,,,,,Сакратарыят ААН,,Aðalskrivstovan í ST,,,,,,,,,,,Secretaría Xeneral de Naciones Xuníes,,,,,,نووسینگەی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,,,,,,,,,,,,,,اقوام متحدہ سیکریٹریٹ,,,,,,,Ovtâstum aalmugij čäällimkodde,,,,,,,,,,,,,,,,,,,,,Берләшкән Милләтләр Секретариаты,,,,,,,,,,,,,,
1603:45:1:9:7,9_7,,,,,,International Court of Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:9:8,9_8,,,,Q219693,,United Nations Trusteeship Council,,,Q219693,مجلس الوصاية التابع للأمم المتحدة,,জাতিসংঘ অছি পরিষদ,Совет по опеке ООН,संयुक्त राष्ट्र न्यास परिषद,,,,유엔 신탁 통치 이사회,,מועצת הנאמנות של האומות המאוחדות,,,,,,ஐக்கிய நாடுகள் பொறுப்பாட்சி மன்றம்,,คณะมนตรีภาวะทรัสตีแห่งสหประชาชาติ,,聯合國託管理事會,Conselho de Administração Fiduciária das Nações Unidas,United Nations Trusteeship Council,Conseil de tutelle des Nations unies,Trustschapsraad,Trusteeship Council,Consejo de Administración Fiduciaria de las Naciones Unidas,Consiglio di amministrazione fiduciaria delle Nazioni Unite,,FN:s förvaltarskapsråd,,,Rada Powiernicza ONZ,Huoltohallintoneuvosto,,Hội đồng Ủy trị Liên Hợp Quốc,Consell d'Administració Fiduciària de les Nacions Unides,Рада з Опіки ООН,Съвет за попечителство на ООН,Skrbniški svet OZN,,FNs forvaltningsråd,Poručenská rada OSN,FN's forvaltningsråd,国際連合信託統治理事会,,യുണൈറ്റഡ് നേഷൻസ് ട്രസ്റ്റീഷിപ്പ് കൗൺസിൽ,Dewan Perwalian Perserikatan Bangsa-Bangsa,شورای قیمومت سازمان ملل متحد,Egyesült Nemzetek Szervezete Gyámsági Tanácsa,,Cyngor Ymddiriedolaeth y Cenhedloedd Unedig,,Zverenecká rada OSN,Konsilio de Kuratorado de la Unuiĝintaj Nacioj,Majlis Peramanahan Pertubuhan Bangsa-Bangsa Bersatu,,,Birleşmiş Milletler Vesayet Konseyi,,,,,مجلس الوصايه,,,,,,聯合國託管理事會,,,,Gæsluverndarráð Sameinuðu þjóðanna,,,,,,,,,,Starateljski savet Organizacije ujedinjenih nacija,,,,,,,,Consèly de tutèla de l’ONU,,Старатељски савет Организације уједињених нација,اقوام متحدہ ٹرسٹی شپ کونسل,,,,Starateljski savjet Ujedinjenih naroda,ANO Aizgādnības padome,,,,Dewan Perwalian PBB,Συμβούλιο Κηδεμονιών,,,,,,,,,,,,,,,,,,,,,,,,,ئەنجوومەنی سەرپەرشتی نەتەوە یەکگرتووەکان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:9:9,9_9,,,,Q1437488,UNHAS,United Nations Humanitarian Air Service,,,Q1437488,الخدمة الجوية الإنسانية للأمم المتحدة,,,,,,,,,,,,,,,,ஐக்கிய நாடுகளின் மனிதாபிமான விமானச் சேவை,,,,聯合國人權組織航空服務,,United Nations Humanitarian Air Service,Service aérien d’aide humanitaire des Nations Unies,,Humanitärer Flugdienst der Vereinten Nationen,Servicio Humanitario Aéreo de las Naciones Unidas,,,,,,,,,,,,,,,,,,国連人道支援航空サービス,,,,,,,,,,,,,,,,,,,,,,,,,聯合國人道支援航空,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:10,10,,,/Base namespace: UN official member states (maybe remove later?)/@eng-Latn,,,,"Subnamespaces for 10 are by UN m49 numeric key. See https://en.wikipedia.org/wiki/UN_M49. The table show only examples: 4, the first UN m49, means Afghanistan; 894, the last UN m49, means Zambia. Caveat: //tern name// and local code generated from UN m49; some values here are non-applicable such as reference to regions which are not independent countries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:10:4,10_4,,,,,,/Afghanistan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:10:894,10_894,,,,,,/Zambia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603:45:1:63,63,,,/Base namespace: Red Cross and Red Crescent Movement/@eng-Latn,Q7178,,Caveat: //tern name// and local code generated from UN m49; some values here are non-applicable such as reference to regions which are not independent countries.,"Subnamespaces for 63 are by UN m49 numeric key. See https://en.wikipedia.org/wiki/UN_M49. 1 means world (so ICRC); 4, the first UN m49, means Afghanistan; 894, the last UN m49, means Zambia.",,Q7178,جمعية الصليب والهلال الأحمر,Կարմիր խաչ,আন্তর্জাতিক রেড ক্রস ও রেড ক্রিসেন্ট আন্দোলন,Международное движение Красного Креста и Красного Полумесяца,इंटरनेशनल रेड क्रॉस एवं रेड क्रेसेन्ट मोवमेंट,,,,국제 적십자·적신월 운동,,הצלב האדום,Internationalis Crucis Rubrae Falcisque Rubrae Motus,,,,ᱨᱮᱰᱠᱨᱳᱥ,பன்னாட்டு செஞ்சிலுவை மற்றும் செம்பிறை இயக்கம்,రెడ్క్రాస్,กาชาด,विश्व रेड्क्रास दिनम्,國際紅十字與紅新月運動,Movimento Internacional da Cruz Vermelha e do Crescente Vermelho,International Red Cross and Red Crescent Movement,Mouvement international de la Croix-Rouge et du Croissant-Rouge,Internationale Rode Kruis en Rode Halve Maan-beweging,Internationale Rotkreuz- und Rothalbmond-Bewegung,Movimiento Internacional de la Cruz Roja y de la Media Luna Roja,Croce Rossa e Mezzaluna Rossa Internazionale,,Röda Korset,,Lëvizja ndërkombëtare e Kryqit të Kuq dhe Gjysmëhënës së Kuqe,Międzynarodowy Ruch Czerwonego Krzyża i Czerwonego Półksiężyca,Punaisen Ristin ja Punaisen Puolikuun kansainvälinen liike,Mișcarea Internațională de Cruce Roșie și Semilună Roșie,Phong trào Chữ thập đỏ và Trăng lưỡi liềm đỏ quốc tế,Moviment Internacional de la Creu Roja i la Mitja Lluna Roja,Міжнародний рух Червоного Хреста і Червоного Півмісяця,Международно движение на Червения кръст и Червения полумесец,Rdeči križ,Gios Kanasoran han Pula nga Krus ngan Pula nga Bulan,Røde Kors,Mezinárodní hnutí Červeného kříže a Červeného půlměsíce,Røde Kors,赤十字社,Raudekrossen,റെഡ്ക്രോസ്,Gerakan Internasional Palang Merah dan Bulan Sabit Merah,نهضت بینالمللی صلیب سرخ و هلال احمر,Nemzetközi Vöröskereszt,Gurutze Gorria,Mudiad Rhyngwladol y Groes Goch a'r Cilgant Coch,Movemento Internacional da Cruz Vermella e da Media Lúa Vermella,Červený kríž,Ruĝa Kruco,Gerakan Palang Merah dan Bulan Sabit Merah Antarabangsa,Rahvusvaheline Punane Rist,Međunarodni Crveni križ,Uluslararası Kızılhaç ve Kızılay Hareketi,,Crotz Roja,,Luskad Etrebroadel ar Groaz Ruz hag ar C'hreskloar Ruz,الصليب الأحمر,Rooi Kruis,,,,Cruz Roya,,,,Internationale Rotkreuz- und Rothalbmond-Bewegung,Rauði krossinn,,,Croze Rosa e Mezałuna Rosa,Cros Rossa Antërnassional e Moviment ëd la Mesa Lun-a,Cruci Russa,,,Internasjenaal Roead Kruuts,Federåcion des soces del Rodje Croes et do Rodje Crexhant,,,,,,,,,,国际红十字搭红新月运动,Црвени крст,ریڈ کراس,,Tarptautinis Raudonojo Kryžiaus ir Raudonojo Pusmėnulio Judėjimas,,Crveni križ,Starptautiskā Sarkanā Krusta un Sarkanā Pusmēness kustība,Međunarodni pokret Crveni krst i Crveni polumjesec,,قیزیل آی,,Διεθνές Κίνημα Ερυθρού Σταυρού και Ερυθράς Ημισελήνου,,Reade Krús,Palang Mirah,Intanashinal Red Kraas ah Red Krisent Muuvment,"Халкъашна юккъера ЦӀен ЖӀарин а, ЦӀен Беттасан а болам",Міжнародны рух Чырвонага Крыжа і Чырвонага Паўмесяца,,Reyði Krossur,,,,,Moviment Internazional de la Cros Rossa e de la Mezzaluna Rossa,आंतरराष्ट्रीय रेड क्रॉस व रेड क्रिसेंट चळवळ,,,,,Cruz roxa,,,,,,بزووتنەوەی نێونەتەوەییی خاچ و مانگی سوور,,,,Crus Colorá,Mouvman enternasyonal di Krwa-Rouj é di Krwasan-Rouj,,,,International Red Cross and Red Crescent Movement,,Կարմիր Խաչ,Sangalubongan a Tignay ti Nalabbasit a Krus ken Nalabbasit nga Immindayon,,,,,,,,,,Kok-chè Âng Si̍p-jī kap Âng Goe̍h-bâi Ūn-tōng,अन्तरराष्ट्रीय रेडक्रस् व रेड क्रेसेन्ट मुभमेन्ट,,,رتہ کراس,Міджінародный рух Червеного Хреста і Червеного Півмісяця,,Аан дойдутааҕы Кыһыл Кириэс уонна Кыһыл Ый хамсааһыннара,Terptautėnis Rauduonuojė Krīžiaus ė Rauduonuojė Posmienolė Kustiejėms,,,,,,,,,Riikevaihõlinõ Verevä Risti ja Verevä Puulkuu Liikminõ,紅十字會,,,,,Shirika za msalaba mwekundu na hilali nyekundu,,,רויטער קרייץ,,Xalqaro Qizil Xoch va Qizil Yarim oy harakati,,,,Xalıqara Qızıl Xaç häm Yarımay xäräkäte,,,,Kilusang Pandaigdig ng Krus na Pula at Gasuklay na Pula,,,Movimento International del Cruce Rubie e del Crescente Rubie,,,,,,,
