qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,jpn-Jpan-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,jpn-Jpan-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,jpn-Jpan-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:392:2:8029,8029,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8029,Ushiku City,牛久市,JP08029,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8030,8030,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8030,Ishioka City,石岡市,JP08030,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8031,8031,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8031,Kamisu City,神栖市,JP08031,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8032,8032,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8032,Inashiki City,稲敷市,JP08032,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8033,8033,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8033,Kasama City,笠間市,JP08033,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8034,8034,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8034,Chikusei City,筑西市,JP08034,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8035,8035,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8035,Yuki City,結城市,JP08035,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8036,8036,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8036,Miho-mura,美浦村,JP08036,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8037,8037,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8037,Ibaraki-machi,茨城町,JP08037,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8038,8038,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8038,Namegata City,行方市,JP08038,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8039,8039,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8039,Naka City,那珂市,JP08039,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8040,8040,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8040,Hokota City,鉾田市,JP08040,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8041,8041,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8041,Ami-machi,阿見町,JP08041,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8042,8042,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8042,Takahagi City,高萩市,JP08042,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8043,8043,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8043,Kashima City,鹿嶋市,JP08043,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:8044,8044,1603:45:16:392:0,1603:45:16:392:1:8,1603:45:16:392:2:8044,Ryugasaki City,龍ケ崎市,JP08044,Ibaraki,茨城県,JP08,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9001,9001,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9001,Sakura City,さくら市,JP09001,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9002,9002,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9002,Kaminokawa-machi,上三川町,JP09002,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9003,9003,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9003,Shimotsuke City,下野市,JP09003,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9004,9004,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9004,Sano City,佐野市,JP09004,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9005,9005,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9005,Shioya-machi,塩谷町,JP09005,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9006,9006,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9006,Mibu-machi,壬生町,JP09006,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9007,9007,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9007,Otawara City,大田原市,JP09007,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9008,9008,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9008,Utsunomiya City,宇都宮市,JP09008,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9009,9009,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9009,Oyama City,小山市,JP09009,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9010,9010,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9010,Ichikai-machi,市貝町,JP09010,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9011,9011,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9011,Nikko City,日光市,JP09011,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9012,9012,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9012,Tochigi City,栃木市,JP09012,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9013,9013,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9013,Mashiko-machi,益子町,JP09013,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9014,9014,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9014,Mooka City,真岡市,JP09014,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9015,9015,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9015,Yaita City,矢板市,JP09015,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9016,9016,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9016,Haga-machi,芳賀町,JP09016,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9017,9017,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9017,Motegi-machi,茂木町,JP09017,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9018,9018,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9018,Ashikaga City,足利市,JP09018,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9019,9019,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9019,Nakagawa-machi,那珂川町,JP09019,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9020,9020,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9020,Nasushiobara City,那須塩原,JP09020,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9021,9021,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9021,Nasukarasuyama City,那須烏山,JP09021,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9022,9022,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9022,Nasu-machi,那須町,JP09022,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9023,9023,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9023,Nogi-machi,野木町,JP09023,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9024,9024,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9024,Takanezawa-machi,高根沢町,JP09024,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:9025,9025,1603:45:16:392:0,1603:45:16:392:1:9,1603:45:16:392:2:9025,Kanuma City,鹿沼市,JP09025,Tochigi,栃木県,JP09,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10001,10001,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10001,Midori City,みどり市,JP10001,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10002,10002,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10002,Minakami-machi,みなかみ,JP10002,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10003,10003,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10003,Ueno-mura,上野村,JP10003,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10004,10004,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10004,Shimonita-machi,下仁田町,JP10004,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10005,10005,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10005,Nakanojo-machi,中之条町,JP10005,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10006,10006,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10006,Isesaki City,伊勢崎市,JP10006,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10007,10007,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10007,Maebashi City,前橋市,JP10007,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10008,10008,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10008,Chiyoda-machi,千代田町,JP10008,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10009,10009,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10009,Minamimaki-mura (Nagano Pref.)　,南牧村,JP10009,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10010,10010,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10010,Yoshioka-machi,吉岡町,JP10010,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10011,10011,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10011,Oizumi-machi,大泉町,JP10011,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10012,10012,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10012,Ota City,太田市,JP10012,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10013,10013,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10013,Tsumagoi-mura,嬬恋村,JP10013,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10014,10014,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10014,Annaka City,安中市,JP10014,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10015,10015,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10015,Tomioka City,富岡市,JP10015,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10016,10016,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10016,Kawaba-mura,川場村,JP10016,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10017,10017,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10017,Meiwa-cho,明和町,JP10017,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10018,10018,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10018,Showa-mura,昭和村,JP10018,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10019,10019,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10019,Higashiagatsuma-machi,東吾妻町,JP10019,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10020,10020,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10020,Itakura-machi,板倉町,JP10020,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10021,10021,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10021,Kiryu City,桐生市,JP10021,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10022,10022,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10022,Shito-mura,榛東村,JP10022,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10023,10023,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10023,Numata City,沼田市,JP10023,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10024,10024,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10024,Shibukawa City,渋川市,JP10024,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10025,10025,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10025,Katashina-mura,片品村,JP10025,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10026,10026,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10026,Tamamura-machi,玉村町,JP10026,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10027,10027,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10027,Kanra-machi,甘楽町,JP10027,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10028,10028,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10028,Kanna-machi,神流町,JP10028,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10029,10029,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10029,Kusatsu-machi,草津町,JP10029,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10030,10030,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10030,Fujioka City,藤岡市,JP10030,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10031,10031,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10031,Ora-machi,邑楽町,JP10031,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10032,10032,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10032,Naganohara-machi,長野原町,JP10032,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10033,10033,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10033,Tatebayashi City,館林市,JP10033,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10034,10034,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10034,Takayama-mura,高山村,JP10034,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:10035,10035,1603:45:16:392:0,1603:45:16:392:1:10,1603:45:16:392:2:10035,Takasaki City,高崎市,JP10035,Gunma,群馬県,JP10,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11001,11001,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11001,Tokigawa-machi,ときがわ,JP11001,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11002,11002,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11002,Fujimino City,ふじみ野,JP11002,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11003,11003,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11003,Miyoshi-machi,三芳町,JP11003,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11004,11004,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11004,Misato City,三郷市,JP11004,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11005,11005,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11005,Ageo City,上尾市,JP11005,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11006,11006,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11006,Kamisato-machi,上里町,JP11006,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11007,11007,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11007,Chuo-ku,中央区,JP11007,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11008,11008,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11008,Kuki City,久喜市,JP11008,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11009,11009,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11009,Ina-machi,伊奈町,JP11009,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11010,11010,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11010,Iruma City,入間市,JP11010,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11011,11011,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11011,Yashio City,八潮市,JP11011,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11012,11012,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11012,Kazo City,加須市,JP11012,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11013,11013,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11013,Kita-ku,北区,JP11013,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11014,11014,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11014,Kitamoto City,北本市,JP11014,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11015,11015,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11015,Minami-ku,南区,JP11015,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11016,11016,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11016,Yoshikawa City,吉川市,JP11016,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11017,11017,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11017,Yoshimi-machi,吉見町,JP11017,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11018,11018,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11018,Wako City,和光市,JP11018,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11019,11019,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11019,Sakado City,坂戸市,JP11019,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11020,11020,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11020,Omiya-ku,大宮区,JP11020,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11021,11021,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11021,Miyashiro-machi,宮代町,JP11021,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11022,11022,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11022,Yorii-machi,寄居町,JP11022,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11023,11023,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11023,Fujimi City,富士見市,JP11023,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11024,11024,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11024,Ogawa-machi,小川町,JP11024,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11025,11025,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11025,Ogano-machi,小鹿野町,JP11025,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11026,11026,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11026,Iwatsuki-ku,岩槻区,JP11026,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11027,11027,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11027,Ranzan-machi,嵐山町,JP11027,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11028,11028,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11028,Kawaguchi City,川口市,JP11028,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11029,11029,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11029,Kawajima-machi,川島町,JP11029,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11030,11030,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11030,Kawagoe City,川越市,JP11030,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11031,11031,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11031,Satte City,幸手市,JP11031,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11032,11032,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11032,Shiki City,志木市,JP11032,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11033,11033,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11033,Toda City,戸田市,JP11033,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11034,11034,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11034,Tokorozawa City,所沢市,JP11034,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11035,11035,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11035,Niiza City,新座市,JP11035,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11036,11036,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11036,Hidaka City,日高市,JP11036,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11037,11037,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11037,Kasukabe City,春日部市,JP11037,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11038,11038,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11038,Asaka City,朝霞市,JP11038,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11039,11039,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11039,Honjo City,本庄市,JP11039,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11040,11040,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11040,Sugito-machi,杉戸町,JP11040,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11041,11041,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11041,Higashimatsuyama City,東松山市,JP11041,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11042,11042,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11042,Higashichichibu-mura,東秩父村,JP11042,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:11043,11043,1603:45:16:392:0,1603:45:16:392:1:11,1603:45:16:392:2:11043,Matsubushi-machi,松伏町,JP11043,Saitama,埼玉県,JP11,Japan,日本,JP,2019-12-17,2019-12-19,
