#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_ara+is_arab,#adm2+name+alt2+i_ara+is_arab,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Souk Naamane,,DZ034029,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Rahma,,DZ035001,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Tarek,,DZ035002,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ammi Moussa,,DZ035003,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Belaassel Bouzegza,,DZ035004,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Daoud,,DZ035005,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Dergoun,,DZ035006,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Zentis,,DZ035007,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dar Ben Abdellah,,DZ035008,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djidiouia,,DZ035009,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Guettar,,DZ035010,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hamri,,DZ035011,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hassi,,DZ035012,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El H'Madna,,DZ035013,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Matmar,,DZ035014,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Oueldja,,DZ035015,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Had Chekkala,,DZ035016,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kalaa,,DZ035017,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lahlef,,DZ035018,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mazouna,,DZ035019,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mediouna,,DZ035020,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mendes,,DZ035021,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Merdjet Sidi Abed,,DZ035022,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouarizane,,DZ035023,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Djemaa,,DZ035024,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Essalem,,DZ035025,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Rhiou,,DZ035026,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Sidi Mihoub,,DZ035027,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Yaich,,DZ035028,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ramka,,DZ035029,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Relizane,,DZ035030,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Khettab,,DZ035031,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Lazreg,,DZ035032,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi M'Hamed Ben Ali,,DZ035033,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi M'Hamed Benaouda,,DZ035034,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Saada,,DZ035035,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souk El Had,,DZ035036,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Yellel,,DZ035037,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zemmoura,,DZ035038,,,,,,Relizane,غليزان,DZ035,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Hadjar,,DZ036001,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Skhouna,,DZ036002,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Soltane,,DZ036003,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Doui Thabet,,DZ036004,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hassasna,,DZ036005,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hounet,,DZ036006,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maamora,,DZ036007,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Moulay Larbi,,DZ036008,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Brahim,,DZ036009,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Khaled,,DZ036010,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Saida,,DZ036011,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ahmed,,DZ036012,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Amar,,DZ036013,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Boubekeur,,DZ036014,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tircine,,DZ036015,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Youb,,DZ036016,,,,,,Saida,سعيدة,DZ036,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Abessa,,DZ037001,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Arnat,,DZ037002,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Azal,,DZ037003,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Kebira,,DZ037004,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Lagradj,,DZ037005,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Lahdjar,,DZ037006,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Oulmane,,DZ037007,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Roua,,DZ037008,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Sebt,,DZ037009,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ait Tizi,,DZ037010,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Amoucha,,DZ037011,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Babor,,DZ037012,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bazer Sakra,,DZ037013,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beidha Bordj,,DZ037014,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bellaa,,DZ037015,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Aziz,,DZ037016,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Chebana,,DZ037017,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Fouda,,DZ037018,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Hocine,,DZ037019,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Mouhli,,DZ037020,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Ouartilane,,DZ037021,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir El Arch,,DZ037022,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir Haddada,,DZ037023,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouandas,,DZ037024,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bougaa,,DZ037025,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bousselam,,DZ037026,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boutaleb,,DZ037027,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dehamcha,,DZ037028,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djemila,,DZ037029,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Draa Kebila,,DZ037030,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Eulma,,DZ037031,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Oueldja,,DZ037032,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ouricia,,DZ037033,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guellal,,DZ037034,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guelta Zerga,,DZ037035,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guenzet Tassameurt,,DZ037036,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guidjel,,DZ037037,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hamma,,DZ037038,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam Guergour,,DZ037039,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam Skhouna,,DZ037040,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Harbil,,DZ037041,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ksar El Abtal,,DZ037042,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maaouia,,DZ037043,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maouklane,,DZ037044,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mezloug,,DZ037045,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Zada,,DZ037046,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Bared,,DZ037047,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Addouane,,DZ037048,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Sabor,,DZ037049,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Sidi Ahmed,,DZ037050,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Tebben,,DZ037051,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rosfa,,DZ037052,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Salah Bey,,DZ037053,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Serdj El Ghoul,,DZ037054,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Setif,,DZ037055,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tachouda,,DZ037056,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tala Ifacene,,DZ037057,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taya,,DZ037058,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tella,,DZ037059,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tizi N'Bechar,,DZ037060,,,,,,Setif,سطيف,DZ037,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Adden,,DZ038001,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Berd,,DZ038002,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Kada,,DZ038003,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Thrid,,DZ038004,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Tindamine,,DZ038005,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Amarnas,,DZ038006,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bedrabine El Mokrani,,DZ038007,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Belarbi,,DZ038008,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Badis,,DZ038009,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Benachiba Chelia,,DZ038010,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir El H'Mam,,DZ038011,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boudjebaa El Bordj,,DZ038012,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boukanefis,,DZ038013,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chetouane Belaila,,DZ038014,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dhaya,,DZ038015,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hacaiba,,DZ038016,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Daho,,DZ038017,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hassi Zahana,,DZ038018,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lamtar,,DZ038019,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Makedra,,DZ038020,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Marhoum,,DZ038021,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M'Cid,,DZ038022,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Merine,,DZ038023,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mezaourou,,DZ038024,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mostefa Ben Brahim,,DZ038025,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Moulay Slissen,,DZ038026,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Sbaa,,DZ038027,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Sefioun,,DZ038028,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Taourira,,DZ038029,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ras El Ma,,DZ038030,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Redjem Demmouche,,DZ038031,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sehala Thaoura,,DZ038032,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sfisef,,DZ038033,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ali Benyoub,,DZ038034,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ali Boussidi,,DZ038035,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Bel Abbes,,DZ038036,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Brahim,,DZ038037,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Chaib,,DZ038038,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Daho,,DZ038039,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Hamadouche,,DZ038040,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Khaled,,DZ038041,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Lahcene,,DZ038042,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Yacoub,,DZ038043,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tabia,,DZ038044,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tafissour,,DZ038045,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taoudmout,,DZ038046,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Teghalimet,,DZ038047,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Telagh,,DZ038048,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tenira,,DZ038049,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tessala,,DZ038050,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tilmouni,,DZ038051,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zerouala,,DZ038052,,,,,,Sidi Bel Abbes,سيدي بلعباس,DZ038,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Bouziane,,DZ039001,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Cherchar,,DZ039002,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Kechra,,DZ039003,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Zouit,,DZ039004,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Azzaba,,DZ039005,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bekkouche Lakhdar,,DZ039006,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Azzouz,,DZ039007,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Bachir,,DZ039008,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Oulbane,,DZ039009,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Zid,,DZ039010,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir El Ouiden,,DZ039011,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouchtata,,DZ039012,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Cheraia,,DZ039013,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Collo,,DZ039014,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djendel Saadi Mohamed,,DZ039015,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ghedir,,DZ039016,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hadaiek,,DZ039017,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Harrouch,,DZ039018,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Marsa,,DZ039019,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Emdjez Edchich,,DZ039020,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Es Sebt,,DZ039021,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Fil Fila,,DZ039022,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hamadi Krouma,,DZ039023,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kanoua,,DZ039024,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kerkera,,DZ039025,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kheng Mayoum,,DZ039026,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Zhour,,DZ039027,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouldja Boulbellout,,DZ039028,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Attia,,DZ039029,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Hebaba,,DZ039030,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oum Toub,,DZ039031,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ramdane Djamel,,DZ039032,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Salah Bouchaour,,DZ039033,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Mezghiche,,DZ039034,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Skikda,,DZ039035,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamalous,,DZ039036,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zerdezas,,DZ039037,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
